english,type,vietnamese,pronounce,explain,example,example_vietnamese,image_url,mp3_url,topic,topic_url
popularity,n.,"‹tính/sự› đại chúng, phổ biến, nổi tiếng","/sự› đại chúng, phổ biến, nổi tiếng /,pɔpju'læriti/",The state of being liked by a large number of people,This brand of computers was at the height of its popularity.,Thương hiệu máy tính này từng nổi tiếng rất nhiều.,https://audio.tflat.vn/data/cache/images/300x225/p/o/popularity1.png,https://audio.tflat.vn/audio/p/o/popularity.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
process,n.,Quá trình,/ˈprəʊses/,A series of something that are done in order to achieve a particular result,"Singing contests usually have the same process: auditions, semi-finals, and finals.","Các cuộc thi ca hát thường có quá trình giống nhau: thử giọng, bán kết, và chung kết.",https://audio.tflat.vn/data/cache/images/300x225/p/r/process1.png,https://audio.tflat.vn/audio/p/r/process.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
replace,v.,Thay thế,/ri'pleis/,To be used instead of something / somebody else,My father replaced the old plug with a new one.,Ba tôi thay thế cái nắp cũ bằng cái mới.,https://audio.tflat.vn/data/cache/images/300x225/r/e/replace1.png,https://audio.tflat.vn/audio/r/e/replace.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
revolution,n.,Cuộc cách mạng,"/,revə'lu:ʃn/","A great change in conditions, ways of working, beliefs, etc. ..that affects large numbers of people",We see a revolution in the computer field almost every day.,Chúng ta thấy một cuộc cách mạng trong lãnh vực máy tính hầu như mỗi ngày.,https://audio.tflat.vn/data/cache/images/300x225/r/e/revolution1.png,https://audio.tflat.vn/audio/r/e/revolution.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
sharp,adj.," thông minh, láu lỉnh",/ʃɑ:p/,"Sudden and rapid, especially of a change in something",The new employee proved how sharp she was when she mastered the new program in a few days.,Nhân viên mới đã chứng tỏ được cô ấy thông minh đến thế nào khi mà cô đã làm chủ được chương trình mới trong vài ngày.,https://audio.tflat.vn/data/cache/images/300x225/s/h/sharp2.jpg,https://audio.tflat.vn/audio/s/h/sharp.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
skill,n.,"Kỹ năng, kỹ xảo",/skil/,The ability to do something well,The software developer has excellent technical skills and would be an asset to our software programming team.,Người phát triển phần mềm có những kỹ năng chuyên môn xuất săc và là một vốn quý đối với đội ngũ lập trình phần mềm của chúng tôi.,https://audio.tflat.vn/data/cache/images/300x225/s/k/skill1.jpg,https://audio.tflat.vn/audio/s/k/skill.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
software,n.,"Phần mềm, chương trình máy tính",/ˈsɒftweə(r)/,"The programs, etc....used to operate a computer",Many computers come pre-loaded with software.,Nhiều máy tính đã có sẵn phần mềm.,https://audio.tflat.vn/data/cache/images/300x225/s/o/software1.jpg,https://audio.tflat.vn/audio/s/o/software.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
store,v.,"Lưu giữ, tích trữ",/stɔ:/,To keep,You can store more data on a zip drive.,Anh có thể lưu trữ dữ liệu nhiều hơn trên ổ đĩa nén.,https://audio.tflat.vn/data/cache/images/300x225/s/t/store-lưu_giữ1.jpg,https://audio.tflat.vn/audio/s/t/store-lưu_giữ.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
technically,adv.,Nói đến/nói về mặt kỹ thuật; một cách chuyên môn/nghiêm túc,/nói về mặt kỹ thuật; một cách chuyên môn/nghiêm túc /ˈteknɪkli/,In a way that is connected with the skills needed for a particular job,"Technically speaking, the virus infected only script files.",Nói về mặt kỹ thuật thì virus chỉ tác động lên các tập tin script (tập tin kịch bản thi hành).,https://audio.tflat.vn/data/cache/images/300x225/t/e/technically.jpg,https://audio.tflat.vn/audio/t/e/technically.mp3,Electronics,https://tienganhtflat.com/blog/toeic-words-electronics-3
abundant,adj.,"Nhiều, phong phú, thừa",/ə'bʌndənt/,More than engouh,The computer analyst was glad to have chosen a field in which jobs were abundant.,Người phân tích máy tính hài lòng vì đã chọn một lãnh vực mà trong đó việc làm rất nhiều.,https://audio.tflat.vn/data/cache/images/300x225/a/b/abundant1.jpg,https://audio.tflat.vn/audio/a/b/abundant.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
accomplishment,n.,"Thành tựu, thành tích; sự hoàn thành, sự làm xong",/ə'kɔmpliʃmənt/,An impressive thing that is done or achieved after a lot of work,The success of the company was based on its early accomplishments.,Sự thành công của công ty được dựa trên những thành tựu trước đó của nó.,https://audio.tflat.vn/data/cache/images/300x225/a/c/accomplishment2.jpg,https://audio.tflat.vn/audio/a/c/accomplishment.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
bring together,v.,"Gom lại, nhóm lại, họp lại",/brɪŋ təˈɡɛðə/,"To join, to gather",Our goal this year is to bring together the most creative group we can find.,Mục tiêu của chúng tôi trong năm nay họp thành một sáng tạo nhất.,https://audio.tflat.vn/data/cache/images/300x225/b/r/bring_together.png,https://audio.tflat.vn/audio/b/r/bring_together.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
candidate,n.,"Ứng cử viên, thí sinh, người dự tuyển",/'kændidit/,A person who is trying to be elected or is applying for a job,All of the candidates were ready for the competition.,Tất cả các ứng cử viên đã sẵn sàng cho cuộc thi.,https://audio.tflat.vn/data/cache/images/300x225/c/a/candidate1.jpg,https://audio.tflat.vn/audio/c/a/candidate.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
come up with,,"Đưa ra, phát hiện, khám phá, ý định",/kʌm ʌp wɪð/,"To plan, to invent","In order for that small business to succeed, it needs to come up with a new strategy.",Để những doanh nghiệp nhỏ có thể thành công thì nó cần đưa ra một chiến lược mới.,https://audio.tflat.vn/data/cache/images/300x225/c/o/come_up_with2.jpg,https://audio.tflat.vn/audio/c/o/come_up_with.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
commensurate,adj.,"(+with) xứng với, tương xứng với",/kə'menʃərit/,"Matching something in size, importance, quality",Generally the first year's salary is commensurate with experience and education level.,Nói chung thì tiền lương năm đầu tiên tương xứng với kinh nghiệm và trình độ học vấn.,https://audio.tflat.vn/data/cache/images/300x225/c/o/commensurate.jpg,https://audio.tflat.vn/audio/c/o/commensurate.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
match,n.,Người ngang tài ngang sức,/mætʃ/,"A fit, a similarity",It is difficult to make a decision when both candidates seem to be a perfect match.,Thật là khó đưa ra quyết định khi mà cả 2 ứng viên dường như ngang sức ngang tài.,https://audio.tflat.vn/data/cache/images/300x225/m/a/match-n1.jpg,https://audio.tflat.vn/audio/m/a/match-n.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
profile,n.,"Tiểu sử sơ lược, bản tóm lược các đặc tính",/ˈprəʊfaɪl/,A group of characteristics or traits,"The recruiter told him that, unfortunately, he did not fit the job profile.","Người tuyển dụng nói rằng, thật không may, anh ta không hợp với bản tóm lược công việc.",https://audio.tflat.vn/data/cache/images/300x225/p/r/profile1.png,https://audio.tflat.vn/audio/p/r/profile.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
qualification,n.,"Năng lực, trình độ (để làm cái gì)","/,kwɔlifi'keiʃn/",A skill or type of experience that you need for a particular job or activity,It is easy for him to find a good job with such good qualifications.,Rất dễ dàng cho anh ta để tìm một công việc tốt với trình độ tốt như vậy.,https://audio.tflat.vn/data/cache/images/300x225/q/u/qualification.jpg,https://audio.tflat.vn/audio/q/u/qualification.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
recruit,n.,"Lính mới, nhân viên mới, thành viên mới",/ri'kru:t/,,The new recruits spent the entire day in training.,Những nhân viên mới đã dành ra cả ngày để rèn luyện.,https://audio.tflat.vn/data/cache/images/300x225/r/e/recruit1.jpg,https://audio.tflat.vn/audio/r/e/recruit.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
submit,v.,"Trình, đệ trình; biện hộ",/səb'mit/,To present for consideration,Please submit your résumé to the human resources department.,Hãy nộp sơ yếu lý lịch của anh cho bộ phận nhân sự (bộ phận nguồn nhân lực).,https://audio.tflat.vn/data/cache/images/300x225/s/u/submit1.png,https://audio.tflat.vn/audio/s/u/submit.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
time-consuming,adj.,"Tốn nhiều thời gian, dài dòng",/tʌɪm kənˈsjuːmɪŋ/,Take up a lot of time,Playing computer games is time-consuming.,Chơi các trò chơi máy tính tốn nhiều thời gian.,https://audio.tflat.vn/data/cache/images/300x225/t/i/time-consuming.jpg,https://audio.tflat.vn/audio/t/i/time-consuming.mp3,Job Ads & Recruitment,https://tienganhtflat.com/blog/toeic-words-job-ads-recruitment
deal with,v.,"Giải quyết, đối phó, xử lý; bàn về cái gì, thỏa thuận về cái gì",/diːl wɪð/,"To attend to go, to manage",Ticket agents must courteously deal with irate customers.,Đại lý bán vé phải đối xử nhã nhặn với những khách hàng nổi giận.,https://audio.tflat.vn/data/cache/images/300x225/d/e/deal_with1.jpg,https://audio.tflat.vn/audio/d/e/deal_with.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
destination,n.,"Nơi đến, nơi tới, đích đến, mục đích","/,desti'neiʃn/",A place to which someone or something is going or being sent,The next destination is Ha Long bay.,Điểm đến tiếp theo là vịnh Hạ Long.,https://audio.tflat.vn/data/cache/images/300x225/d/e/destination.jpg,https://audio.tflat.vn/audio/d/e/destination.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
distinguish,v.,"Phân biệt, nhận ra, nhận biết; phân thành, chia thành, xếp thành loại",/dis'tiɳgwiʃ/,To recognize the difference between two people or things,We must distinguish between two kinds of holidays.,Chúng ta phải phân biệt giữa hai loại lễ.,https://audio.tflat.vn/data/cache/images/300x225/d/i/distinguish2.jpg,https://audio.tflat.vn/audio/d/i/distinguish.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
economize,v.,"Tiết kiệm, giảm chi",/i:'kɔnəmaiz/,"To use less money, time, etc. than you normally use",My travel agent knows I like to economize and always looks out for the best prices for me.,Người đại lý du lịch của tôi biết tôi thích tiết kiệm và luôn tìm cho tôi giá tốt nhất.,https://audio.tflat.vn/data/cache/images/300x225/e/c/economize1.png,https://audio.tflat.vn/audio/e/c/economize.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
equivalent,adj.,Tương đương,/i'kwivələnt/,"Equal in value, amount, meaning, importance, etc.",The food the airline serves in business class is equivalent to that served in first class.,Đồ ăn mà hãng hàng không phục vụ cho vé hạng thường thì tương đương với đồ ăn được phục vụ cho vé hạng nhất.,https://audio.tflat.vn/data/images_example/300x225/t/h/the_food_t_ex1_56248d167f8b9a040dc66170.png,https://audio.tflat.vn/audio/e/q/equivalent.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
excursion,n.,"Cuộc đi tham quan, cuộc đi chơi tập thể",/iks'kə:ʃn/,A short trip made for pleasur,There are regular weekend excursions throughout the summer.,Có chuyến du ngoạn cuối tuần thường xuyên trong suốt mùa hè.,https://audio.tflat.vn/data/cache/images/300x225/e/x/excursion1.png,https://audio.tflat.vn/audio/e/x/excursion.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
expense,n.,Chi phí,/iks'pens/,The money that you spend on something,Buying a new house needs a lot of expense.,Mua một ngôi nhà mới cần rất nhiều chi phí.,https://audio.tflat.vn/data/cache/images/300x225/e/x/expense1.png,https://audio.tflat.vn/audio/e/x/expense.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
extend,v.,"Gia hạn, kéo dài (thời hạn...)",/iks'tend/,To make something longer or larger,There are plans to extend the subway line in this city.,Có kế hoạch để mở rộng đường tàu điện ngầm trong thành phố này.,https://audio.tflat.vn/data/cache/images/300x225/e/x/extend1.png,https://audio.tflat.vn/audio/e/x/extend.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
prospective,adj.,"(thuộc) tương lai, triển vọng; về sau, sắp tới",/prəˈspektɪv/,Expected to do something or to become something,I narrowed my list of prospective destinations to my three top choices.,Tôi rút gọn danh sách các điểm đến triển vọng đối với tôi xuống còn 3 chọn lựa.,https://audio.tflat.vn/data/cache/images/300x225/p/r/prospective.jpg,https://audio.tflat.vn/audio/p/r/prospective.mp3,Airlines,https://tienganhtflat.com/blog/toeic-words-airlines
